instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
9190,2012-01-18,1,1,1,22,0,2,1,2,0.0073,0.0,0.4504,0.0208,3,25,28
9191,2012-01-18,1,1,1,23,0,2,1,1,0.0989,0.0935,0.5469,0.0259,1,11,12
9192,2012-01-19,1,1,1,0,0,3,1,1,0.066,0.062,0.4289,0.222,1,10,11
9193,2012-01-19,1,1,1,1,0,3,1,2,0.1648,0.1663,0.6374,0.0486,1,4,5
9194,2012-01-19,1,1,1,2,0,3,1,1,0.0,0.0,0.3531,0.1334,1,4,5
9195,2012-01-19,1,1,1,3,0,3,1,1,0.1203,0.1016,0.5382,0.1167,0,2,2
9196,2012-01-19,1,1,1,4,0,3,1,1,0.1115,0.1239,0.3824,0.4622,0,3,3
9197,2012-01-19,1,1,1,5,0,3,1,1,0.1267,0.1235,0.3016,0.0246,4,13,17
9198,2012-01-19,1,1,1,6,0,3,1,1,0.1833,0.2227,0.2627,0.1848,8,33,41
9199,2012-01-19,1,1,1,7,0,3,1,1,0.0761,0.0644,0.6747,0.1081,31,79,110
9200,2012-01-19,1,1,1,8,0,3,1,2,0.0202,0.0246,0.4169,0.0877,29,91,120
9201,2012-01-19,1,1,1,9,0,3,1,2,0.083,0.0553,0.0882,0.0538,12,54,66
9202,2012-01-19,1,1,1,10,0,3,1,1,0.0002,0.0408,0.4761,0.3381,18,52,70
9203,2012-01-19,1,1,1,11,0,3,1,1,0.1384,0.1381,0.8034,0.2486,19,51,70
9204,2012-01-19,1,1,1,12,0,3,1,1,0.1263,0.0805,0.7706,0.1147,24,77,101
9205,2012-01-19,1,1,1,13,0,3,1,2,0.1075,0.0776,0.3505,0.0389,12,56,68
9206,2012-01-19,1,1,1,14,0,3,1,2,0.0534,0.0373,0.1969,0.0439,5,47,52
9207,2012-01-19,1,1,1,15,0,3,1,1,0.0828,0.0556,0.4508,0.144,20,96,116
9208,2012-01-19,1,1,1,16,0,3,1,1,0.1221,0.1961,0.5242,0.2227,12,94,106
9209,2012-01-19,1,1,1,17,0,3,1,2,0.1419,0.1302,0.29,0.161,12,70,82
9210,2012-01-19,1,1,1,18,0,3,1,4,0.0439,0.0332,0.6284,0.0565,7,27,34
9211,2012-01-19,1,1,1,19,0,3,1,3,0.0535,0.0418,0.4802,0.0165,8,34,42
9212,2012-01-19,1,1,1,20,0,3,1,2,0.1044,0.147,0.3634,0.0987,10,42,52
9213,2012-01-19,1,1,1,21,0,3,1,1,0.0583,0.0766,0.3557,0.0848,7,64,71
9214,2012-01-19,1,1,1,22,0,3,1,2,0.0547,0.0441,0.7201,0.0557,1,15,16
9215,2012-01-19,1,1,1,23,0,3,1,1,0.116,0.1263,0.4677,0.0031,4,14,18
9216,2012-01-20,1,1,1,0,0,4,1,1,0.0805,0.1044,0.6781,0.1647,0,9,9
9217,2012-01-20,1,1,1,1,0,4,1,1,0.0231,0.0438,0.2324,0.0449,2,6,8
9218,2012-01-20,1,1,1,2,0,4,1,1,0.0494,0.0752,0.468,0.1382,0,4,4
9219,2012-01-20,1,1,1,3,0,4,1,1,0.0691,0.0484,0.4043,0.1297,0,3,3
9220,2012-01-20,1,1,1,4,0,4,1,2,0.0245,0.0051,0.3595,0.1741,0,3,3
9221,2012-01-20,1,1,1,5,0,4,1,1,0.145,0.0851,0.3789,0.0227,2,8,10
9222,2012-01-20,1,1,1,6,0,4,1,1,0.0397,0.0,0.4306,0.0812,4,25,29
9223,2012-01-20,1,1,1,7,0,4,1,2,0.1563,0.1989,0.6329,0.0952,16,65,81
9224,2012-01-20,1,1,1,8,0,4,1,1,0.0428,0.0195,0.4179,0.0144,21,176,197
9225,2012-01-20,1,1,1,9,0,4,1,1,0.1664,0.1459,0.72,0.0574,22,79,101
9226,2012-01-20,1,1,1,10,0,4,1,2,0.0926,0.0813,0.6358,0.047,11,51,62
9227,2012-01-20,1,1,1,11,0,4,1,1,0.1418,0.1364,0.4604,0.7276,24,67,91
9228,2012-01-20,1,1,1,12,0,4,1,1,0.0591,0.0525,0.1757,0.1864,7,68,75
9229,2012-01-20,1,1,1,13,0,4,1,2,0.0386,0.0,0.6666,0.0407,7,54,61
9230,2012-01-20,1,1,1,14,0,4,1,2,0.0279,0.0907,0.4188,0.0242,6,34,40
9231,2012-01-20,1,1,1,15,0,4,1,1,0.1019,0.0885,0.6171,0.1278,12,66,78
9232,2012-01-20,1,1,1,16,0,4,1,1,0.0318,0.0162,0.4905,0.0473,8,66,74
9233,2012-01-20,1,1,1,17,0,4,1,1,0.0,0.0043,0.5929,0.1754,16,97,113
9234,2012-01-20,1,1,1,18,0,4,1,1,0.1217,0.1536,0.4708,0.1927,14,95,109
9235,2012-01-20,1,1,1,19,0,4,1,1,0.0127,0.0382,0.5392,0.2083,10,41,51
9236,2012-01-20,1,1,1,20,0,4,1,2,0.0974,0.0845,0.6988,0.0571,10,41,51
9237,2012-01-20,1,1,1,21,0,4,1,2,0.0629,0.0959,0.581,0.079,13,33,46
9238,2012-01-20,1,1,1,22,0,4,1,1,0.0073,0.0,0.714,0.0305,4,33,37
9239,2012-01-20,1,1,1,23,0,4,1,1,0.1029,0.09,0.7065,0.2632,4,12,16
9240,2012-01-21,1,1,1,0,0,5,0,1,0.1193,0.1348,0.1317,0.158,2,11,13
9241,2012-01-21,1,1,1,1,0,5,0,1,0.0343,0.0212,0.7729,0.134,1,9,10
9242,2012-01-21,1,1,1,2,0,5,0,3,0.054,0.0656,0.5332,0.0627,0,2,2
9243,2012-01-21,1,1,1,3,0,5,0,2,0.145,0.1018,0.246,0.0604,0,2,2
9244,2012-01-21,1,1,1,4,0,5,0,1,0.1063,0.1171,0.5312,0.2075,0,3,3
9245,2012-01-21,1,1,1,5,0,5,0,1,0.0592,0.032,0.6165,0.022,5,12,17
9246,2012-01-21,1,1,1,6,0,5,0,3,0.105,0.0955,0.5676,0.2285,2,13,15
9247,2012-01-21,1,1,1,7,0,5,0,1,0.1618,0.1528,0.9005,0.2802,20,66,86
9248,2012-01-21,1,1,1,8,0,5,0,1,0.0302,0.0269,0.411,0.1416,28,80,108
9249,2012-01-21,1,1,1,9,0,5,0,2,0.0768,0.0589,0.4898,0.3075,7,70,77
9250,2012-01-21,1,1,1,10,0,5,0,1,0.075,0.084,0.4932,0.0169,7,47,54
9251,2012-01-21,1,1,1,11,0,5,0,1,0.0,0.0,0.6178,0.0343,19,69,88
9252,2012-01-21,1,1,1,12,0,5,0,1,0.0,0.0,0.6334,0.058,10,83,93
9253,2012-01-21,1,1,1,13,0,5,0,1,0.0815,0.1137,0.3315,0.0809,16,63,79
9254,2012-01-21,1,1,1,14,0,5,0,1,0.0174,0.0287,0.5391,0.1219,17,68,85
9255,2012-01-21,1,1,1,15,0,5,0,1,0.1378,0.1167,0.542,0.0506,11,61,72
9256,2012-01-21,1,1,1,16,0,5,0,1,0.0373,0.0295,0.2967,0.0882,15,91,106
9257,2012-01-21,1,1,1,17,0,5,0,2,0.122,0.1124,0.3518,0.1289,20,78,98
9258,2012-01-21,1,1,1,18,0,5,0,1,0.0303,0.0,0.666,0.0324,27,93,120
9259,2012-01-21,1,1,1,19,0,5,0,2,0.0352,0.0218,0.6313,0.1286,10,69,79
9260,2012-01-21,1,1,1,20,0,5,0,1,0.1536,0.1999,0.7282,0.2528,9,53,62
9261,2012-01-21,1,1,1,21,0,5,0,1,0.0511,0.0246,0.4637,0.0643,6,42,48
9262,2012-01-21,1,1,1,22,0,5,0,1,0.0699,0.0489,0.2863,0.4047,7,26,33
9263,2012-01-21,1,1,1,23,0,5,0,2,0.0948,0.1295,0.6407,0.0526,1,17,18
9264,2012-01-22,1,1,1,0,0,6,0,1,0.1289,0.1133,0.4339,0.1142,2,12,14
9265,2012-01-22,1,1,1,1,0,6,0,1,0.0,0.0095,0.7923,0.0097,1,5,6
9266,2012-01-22,1,1,1,2,0,6,0,1,0.0605,0.0,0.5089,0.306,0,3,3
9267,2012-01-22,1,1,1,3,0,6,0,1,0.1573,0.1667,0.5287,0.0685,0,1,1
9268,2012-01-22,1,1,1,4,0,6,0,1,0.0263,0.0169,0.3431,0.0845,0,2,2
9269,2012-01-22,1,1,1,5,0,6,0,2,0.087,0.0979,0.5698,0.2015,2,9,11
9270,2012-01-22,1,1,1,6,0,6,0,1,0.0168,0.0256,0.5431,0.2447,15,42,57
9271,2012-01-22,1,1,1,7,0,6,0,1,0.0973,0.1008,0.5316,0.5824,19,119,138
9272,2012-01-22,1,1,1,8,0,6,0,2,0.0031,0.0362,0.2613,0.1696,19,89,108
9273,2012-01-22,1,1,1,9,0,6,0,1,0.0836,0.1029,0.3615,0.0204,24,63,87
9274,2012-01-22,1,1,1,10,0,6,0,1,0.2519,0.2201,0.5363,0.0362,8,54,62
9275,2012-01-22,1,1,1,11,0,6,0,3,0.1142,0.1019,0.4139,0.044,13,41,54
9276,2012-01-22,1,1,1,12,0,6,0,1,0.1073,0.0983,0.571,0.0863,11,77,88
9277,2012-01-22,1,1,1,13,0,6,0,3,0.1635,0.2094,0.3772,0.0442,15,55,70
9278,2012-01-22,1,1,1,14,0,6,0,2,0.1246,0.1027,0.3966,0.0306,11,57,68
9279,2012-01-22,1,1,1,15,0,6,0,1,0.1278,0.1639,0.4679,0.1519,27,68,95
9280,2012-01-22,1,1,1,16,0,6,0,3,0.0857,0.1026,0.5792,0.0852,11,50,61
9281,2012-01-22,1,1,1,17,0,6,0,1,0.0966,0.1182,0.5362,0.0597,12,84,96
9282,2012-01-22,1,1,1,18,0,6,0,1,0.1806,0.2343,0.399,0.3712,24,96,120
9283,2012-01-22,1,1,1,19,0,6,0,1,0.1209,0.1163,0.6604,0.0261,19,51,70
9284,2012-01-22,1,1,1,20,0,6,0,1,0.1472,0.1825,0.5705,0.1196,7,36,43
9285,2012-01-22,1,1,1,21,0,6,0,1,0.0,0.0,0.6924,0.3503,6,59,65
9286,2012-01-22,1,1,1,22,0,6,0,1,0.0951,0.035,0.637,0.85,3,28,31
9287,2012-01-22,1,1,1,23,0,6,0,2,0.0353,0.0247,0.2982,0.2808,3,10,13
9288,2012-01-23,1,1,1,0,0,0,1,1,0.1327,0.0923,0.488,0.0229,1,8,9
9289,2012-01-23,1,1,1,1,0,0,1,1,0.0289,0.0582,0.4726,0.0539,0,5,5
9290,2012-01-23,1,1,1,2,0,0,1,1,0.0331,0.0232,0.6438,0.0632,0,3,3
9291,2012-01-23,1,1,1,3,0,0,1,1,0.1476,0.1068,0.4269,0.4567,0,1,1
9292,2012-01-23,1,1,1,4,0,0,1,1,0.1499,0.0868,0.5468,0.0434,0,3,3
9293,2012-01-23,1,1,1,5,0,0,1,2,0.0676,0.0683,0.4401,0.3908,2,8,10
9294,2012-01-23,1,1,1,6,0,0,1,3,0.0802,0.1107,0.5516,0.1115,4,22,26
9295,2012-01-23,1,1,1,7,0,0,1,2,0.1707,0.212,0.7242,0.0127,22,70,92
9296,2012-01-23,1,1,1,8,0,0,1,2,0.0,0.0035,0.3411,0.0504,24,110,134
9297,2012-01-23,1,1,1,9,0,0,1,2,0.0631,0.052,0.7399,0.0131,10,84,94
9298,2012-01-23,1,1,1,10,0,0,1,1,0.0981,0.1183,0.5347,0.5039,13,59,72
9299,2012-01-23,1,1,1,11,0,0,1,1,0.0,0.0133,0.7104,0.2591,21,53,74
9300,2012-01-23,1,1,1,12,0,0,1,1,0.0175,0.0,0.308,0.0749,7,57,64
9301,2012-01-23,1,1,1,13,0,0,1,2,0.017,0.0884,0.4203,0.1935,19,47,66
9302,2012-01-23,1,1,1,14,0,0,1,1,0.0604,0.1111,0.6796,0.2607,21,69,90
9303,2012-01-23,1,1,1,15,0,0,1,2,0.0449,0.1296,0.1609,0.0464,5,49,54
9304,2012-01-23,1,1,1,16,0,0,1,2,0.0408,0.0459,0.5519,0.0434,23,68,91
9305,2012-01-23,1,1,1,17,0,0,1,1,0.0683,0.0823,0.5956,0.0022,39,145,184
9306,2012-01-23,1,1,1,18,0,0,1,2,0.0891,0.0527,0.663,0.1165,18,65,83
9307,2012-01-23,1,1,1,19,0,0,1,1,0.0914,0.0583,0.4992,0.1757,16,46,62
9308,2012-01-23,1,1,1,20,0,0,1,1,0.0458,0.0858,0.3716,0.1086,16,47,63
9309,2012-01-23,1,1,1,21,0,0,1,1,0.0743,0.1125,0.5709,0.0402,4,33,37
9310,2012-01-23,1,1,1,22,0,0,1,1,0.0792,0.0499,0.4991,0.1791,12,35,47
9311,2012-01-23,1,1,1,23,0,0,1,2,0.0,0.0136,0.1352,0.0384,3,14,17
9312,2012-01-24,1,1,1,0,0,1,1,1,0.1428,0.1545,0.5267,0.0071,2,8,10
9313,2012-01-24,1,1,1,1,0,1,1,1,0.1268,0.1196,0.4925,0.1005,1,6,7
9314,2012-01-24,1,1,1,2,0,1,1,1,0.1418,0.1162,0.4275,0.0159,0,5,5
9315,2012-01-24,1,1,1,3,0,1,1,1,0.1603,0.1952,0.5516,0.1692,0,2,2
9316,2012-01-24,1,1,1,4,0,1,1,2,0.0202,0.0,0.2283,0.0645,0,3,3
9317,2012-01-24,1,1,1,5,0,1,1,4,0.1351,0.114,0.5941,0.0555,1,4,5
9318,2012-01-24,1,1,1,6,0,1,1,1,0.0675,0.0492,0.671,0.0279,5,26,31
9319,2012-01-24,1,1,1,7,0,1,1,1,0.107,0.1288,0.2106,0.0273,14,67,81
9320,2012-01-24,1,1,1,8,0,1,1,3,0.1031,0.0871,0.484,0.2815,16,72,88
9321,2012-01-24,1,1,1,9,0,1,1,2,0.0989,0.0789,0.5731,0.0867,24,63,87
9322,2012-01-24,1,1,1,10,0,1,1,1,0.0571,0.0747,0.6009,0.156,12,43,55
9323,2012-01-24,1,1,1,11,0,1,1,1,0.0092,0.0,0.5735,0.1382,14,45,59
9324,2012-01-24,1,1,1,12,0,1,1,2,0.0837,0.0376,0.4173,0.6505,14,47,61
9325,2012-01-24,1,1,1,13,0,1,1,2,0.0792,0.0688,0.3263,0.2831,8,60,68
9326,2012-01-24,1,1,1,14,0,1,1,2,0.1417,0.1471,0.3312,0.281,6,42,48
9327,2012-01-24,1,1,1,15,0,1,1,2,0.0963,0.09,0.5665,0.1014,7,66,73
9328,2012-01-24,1,1,1,16,0,1,1,1,0.0542,0.0525,0.6316,0.0074,24,57,81
9329,2012-01-24,1,1,1,17,0,1,1,1,0.0271,0.003,0.4613,0.0147,18,139,157
9330,2012-01-24,1,1,1,18,0,1,1,2,0.0488,0.0,0.4847,0.0269,11,79,90
9331,2012-01-24,1,1,1,19,0,1,1,1,0.0254,0.0484,0.4514,0.4078,19,81,100
9332,2012-01-24,1,1,1,20,0,1,1,2,0.0886,0.1242,0.4461,0.0677,15,44,59
9333,2012-01-24,1,1,1,21,0,1,1,1,0.0635,0.0697,0.5804,0.0914,8,38,46
9334,2012-01-24,1,1,1,22,0,1,1,1,0.0399,0.0806,0.5,0.0815,6,26,32
9335,2012-01-24,1,1,1,23,0,1,1,2,0.0857,0.0309,0.4594,0.0634,1,10,11
9336,2012-01-25,1,1,1,0,0,2,1,1,0.0675,0.0941,0.3705,0.1271,3,10,13
9337,2012-01-25,1,1,1,1,0,2,1,1,0.0924,0.101,0.3116,0.301,0,6,6
9338,2012-01-25,1,1,1,2,0,2,1,1,0.0307,0.0562,0.8064,0.0919,0,2,2
9339,2012-01-25,1,1,1,3,0,2,1,2,0.1234,0.0973,0.5165,0.1838,0,2,2
9340,2012-01-25,1,1,1,4,0,2,1,1,0.0566,0.0221,0.5716,0.0486,0,3,3
9341,2012-01-25,1,1,1,5,0,2,1,1,0.1256,0.1178,0.5616,0.1955,3,11,14
9342,2012-01-25,1,1,1,6,0,2,1,1,0.1764,0.147,0.5588,0.4187,4,31,35
9343,2012-01-25,1,1,1,7,0,2,1,1,0.1042,0.0871,0.4592,0.0098,19,84,103
9344,2012-01-25,1,1,1,8,0,2,1,1,0.1004,0.1693,0.5077,0.2941,53,125,178
9345,2012-01-25,1,1,1,9,0,2,1,1,0.0916,0.0397,0.5391,0.173,7,62,69
9346,2012-01-25,1,1,1,10,0,2,1,2,0.0589,0.0338,0.3927,0.1138,13,47,60
9347,2012-01-25,1,1,1,11,0,2,1,1,0.1192,0.0739,0.8073,0.2894,8,56,64
9348,2012-01-25,1,1,1,12,0,2,1,1,0.1408,0.162,0.1743,0.1362,13,53,66
9349,2012-01-25,1,1,1,13,0,2,1,1,0.0618,0.0745,0.6705,0.3474,26,65,91
9350,2012-01-25,1,1,1,14,0,2,1,1,0.0918,0.0068,0.41,0.4207,9,52,61
9351,2012-01-25,1,1,1,15,0,2,1,1,0.0735,0.0938,0.9334,0.3041,8,65,73
9352,2012-01-25,1,1,1,16,0,2,1,1,0.0093,0.0685,0.4028,0.5083,6,60,66
9353,2012-01-25,1,1,1,17,0,2,1,1,0.0862,0.0779,0.4958,0.2941,17,129,146
9354,2012-01-25,1,1,1,18,0,2,1,1,0.0086,0.0,0.5829,0.0847,37,99,136
9355,2012-01-25,1,1,1,19,0,2,1,1,0.0391,0.0858,0.5341,0.0293,23,62,85
9356,2012-01-25,1,1,1,20,0,2,1,3,0.0338,0.0,0.7352,0.0198,5,30,35
9357,2012-01-25,1,1,1,21,0,2,1,1,0.0641,0.1119,0.5897,0.0623,6,42,48
9358,2012-01-25,1,1,1,22,0,2,1,2,0.1101,0.1464,0.7166,0.0206,3,17,20
9359,2012-01-25,1,1,1,23,0,2,1,1,0.0919,0.0751,0.5263,0.0151,3,22,25
9360,2012-01-26,1,1,1,0,0,3,1,1,0.0579,0.0636,0.3549,0.0754,2,11,13
9361,2012-01-26,1,1,1,1,0,3,1,1,0.0609,0.0677,0.622,0.4312,0,4,4
9362,2012-01-26,1,1,1,2,0,3,1,2,0.0824,0.1127,0.4441,0.2437,0,3,3
9363,2012-01-26,1,1,1,3,0,3,1,2,0.0662,0.0702,0.5033,0.0655,0,2,2
9364,2012-01-26,1,1,1,4,0,3,1,3,0.1186,0.1461,0.4697,0.0611,0,2,2
9365,2012-01-26,1,1,1,5,0,3,1,1,0.1478,0.1788,0.4675,0.0524,3,12,15
9366,2012-01-26,1,1,1,6,0,3,1,2,0.067,0.0575,0.367,0.2083,5,22,27
9367,2012-01-26,1,1,1,7,0,3,1,1,0.0728,0.1103,0.528,0.1149,26,88,114
9368,2012-01-26,1,1,1,8,0,3,1,2,0.0608,0.0334,0.5001,0.2064,14,102,116
9369,2012-01-26,1,1,1,9,0,3,1,2,0.1011,0.0718,0.3807,0.4977,8,66,74
9370,2012-01-26,1,1,1,10,0,3,1,3,0.1225,0.1097,0.6274,0.0834,10,29,39
9371,2012-01-26,1,1,1,11,0,3,1,1,0.1434,0.14,0.5527,0.0861,12,51,63
9372,2012-01-26,1,1,1,12,0,3,1,1,0.0588,0.0506,0.4929,0.047,17,61,78
9373,2012-01-26,1,1,1,13,0,3,1,2,0.2032,0.2055,0.4876,0.2765,7,59,66
9374,2012-01-26,1,1,1,14,0,3,1,1,0.0994,0.0765,0.4229,0.007,10,58,68
9375,2012-01-26,1,1,1,15,0,3,1,2,0.0502,0.062,0.5407,0.4729,10,42,52
9376,2012-01-26,1,1,1,16,0,3,1,2,0.0377,0.0429,0.3591,0.1253,19,55,74
9377,2012-01-26,1,1,1,17,0,3,1,3,0.0303,0.068,0.7416,0.2326,10,82,92
9378,2012-01-26,1,1,1,18,0,3,1,1,0.1726,0.1584,0.3812,0.2011,34,93,127
9379,2012-01-26,1,1,1,19,0,3,1,1,0.141,0.157,0.2195,0.4948,29,86,115
9380,2012-01-26,1,1,1,20,0,3,1,1,0.1165,0.1068,0.4354,0.124,11,35,46
9381,2012-01-26,1,1,1,21,0,3,1,3,0.0968,0.0619,0.2444,0.1779,7,32,39
9382,2012-01-26,1,1,1,22,0,3,1,1,0.0258,0.0336,0.5176,0.2471,3,32,35
9383,2012-01-26,1,1,1,23,0,3,1,2,0.1381,0.1723,0.5494,0.012,1,13,14
9384,2012-01-27,1,1,1,0,0,4,1,1,0.1217,0.1372,0.5653,0.0982,3,8,11
9385,2012-01-27,1,1,1,1,0,4,1,1,0.0505,0.0,0.6965,0.0119,1,5,6
9386,2012-01-27,1,1,1,2,0,4,1,1,0.0211,0.0,0.4786,0.0909,0,4,4
9387,2012-01-27,1,1,1,3,0,4,1,2,0.2006,0.2116,0.7327,0.0941,0,1,1
9388,2012-01-27,1,1,1,4,0,4,1,2,0.115,0.1543,0.2808,0.3041,0,3,3
9389,2012-01-27,1,1,1,5,0,4,1,1,0.0982,0.1306,0.7113,0.6837,1,11,12
9390,2012-01-27,1,1,1,6,0,4,1,1,0.0,0.0,0.4892,0.1037,9,46,55
9391,2012-01-27,1,1,1,7,0,4,1,1,0.058,0.0191,0.3305,0.0592,28,128,156
9392,2012-01-27,1,1,1,8,0,4,1,4,0.0701,0.0541,0.7131,0.0331,2,26,28
9393,2012-01-27,1,1,1,9,0,4,1,1,0.1535,0.184,0.5869,0.0184,11,90,101
9394,2012-01-27,1,1,1,10,0,4,1,2,0.115,0.1123,0.4356,0.0775,15,42,57
9395,2012-01-27,1,1,1,11,0,4,1,1,0.0747,0.0508,0.6561,0.1904,15,74,89
9396,2012-01-27,1,1,1,12,0,4,1,1,0.081,0.0792,0.42,0.1645,29,72,101
9397,2012-01-27,1,1,1,13,0,4,1,2,0.0594,0.0266,0.3535,0.0214,15,62,77
9398,2012-01-27,1,1,1,14,0,4,1,1,0.1147,0.0768,0.3427,0.025,7,65,72
9399,2012-01-27,1,1,1,15,0,4,1,1,0.0938,0.1019,0.7312,0.0784,17,52,69
9400,2012-01-27,1,1,1,16,0,4,1,1,0.0541,0.0412,0.4049,0.1089,27,84,111
9401,2012-01-27,1,1,1,17,0,4,1,2,0.0946,0.117,0.3744,0.0415,35,137,172
9402,2012-01-27,1,1,1,18,0,4,1,1,0.1122,0.1457,0.5601,0.1294,35,127,162
9403,2012-01-27,1,1,1,19,0,4,1,2,0.1191,0.0868,0.4584,0.1168,17,99,116
9404,2012-01-27,1,1,1,20,0,4,1,1,0.0954,0.0998,0.6871,0.1215,16,41,57
9405,2012-01-27,1,1,1,21,0,4,1,1,0.1018,0.093,0.4349,0.2767,5,52,57
9406,2012-01-27,1,1,1,22,0,4,1,2,0.0351,0.0805,0.4451,0.0341,5,24,29
9407,2012-01-27,1,1,1,23,0,4,1,2,0.0927,0.061,0.6236,0.1483,5,14,19
9408,2012-01-28,1,1,1,0,0,5,0,1,0.0978,0.125,0.4624,0.0275,2,15,17
9409,2012-01-28,1,1,1,1,0,5,0,2,0.1375,0.0782,0.6206,0.1069,0,6,6
9410,2012-01-28,1,1,1,2,0,5,0,2,0.1171,0.1131,0.582,0.0414,0,3,3
9411,2012-01-28,1,1,1,3,0,5,0,2,0.1484,0.1359,0.6999,0.1814,0,3,3
9412,2012-01-28,1,1,1,4,0,5,0,2,0.0,0.0,0.5109,0.2295,1,3,4
9413,2012-01-28,1,1,1,5,0,5,0,2,0.1173,0.105,0.3592,0.0115,1,8,9
9414,2012-01-28,1,1,1,6,0,5,0,2,0.0648,0.0571,0.7,0.0622,4,23,27
9415,2012-01-28,1,1,1,7,0,5,0,1,0.0831,0.0706,0.5307,0.0927,24,68,92
9416,2012-01-28,1,1,1,8,0,5,0,1,0.1192,0.0995,0.515,0.003,44,116,160
9417,2012-01-28,1,1,1,9,0,5,0,1,0.0191,0.0088,0.4707,0.1404,26,73,99
9418,2012-01-28,1,1,1,10,0,5,0,1,0.0831,0.0767,0.5822,0.2273,10,58,68
9419,2012-01-28,1,1,1,11,0,5,0,1,0.043,0.034,0.5663,0.1541,15,58,73
9420,2012-01-28,1,1,1,12,0,5,0,1,0.1641,0.1854,0.5978,0.1831,29,71,100
9421,2012-01-28,1,1,1,13,0,5,0,2,0.0571,0.1165,0.7297,0.1881,21,58,79
9422,2012-01-28,1,1,1,14,0,5,0,3,0.1269,0.134,0.393,0.0054,4,44,48
9423,2012-01-28,1,1,1,15,0,5,0,1,0.1793,0.1856,0.4573,0.2911,9,73,82
9424,2012-01-28,1,1,1,16,0,5,0,2,0.1064,0.1308,0.4155,0.2258,11,67,78
9425,2012-01-28,1,1,1,17,0,5,0,1,0.1811,0.1908,0.7906,0.2523,30,96,126
9426,2012-01-28,1,1,1,18,0,5,0,1,0.0896,0.1181,0.8655,0.099,20,60,80
9427,2012-01-28,1,1,1,19,0,5,0,1,0.1194,0.1423,0.4257,0.2855,8,59,67
9428,2012-01-28,1,1,1,20,0,5,0,1,0.0093,0.0,0.4119,0.2075,13,39,52
9429,2012-01-28,1,1,1,21,0,5,0,1,0.0285,0.0328,0.1727,0.0338,13,32,45
9430,2012-01-28,1,1,1,22,0,5,0,3,0.0177,0.0258,0.6085,0.0712,2,18,20
9431,2012-01-28,1,1,1,23,0,5,0,2,0.1043,0.1317,0.3536,0.1161,2,8,10
9432,2012-01-29,1,1,1,0,0,6,0,1,0.0,0.0479,0.5779,0.1759,2,7,9
9433,2012-01-29,1,1,1,1,0,6,0,1,0.1205,0.1327,0.5466,0.2599,0,5,5
9434,2012-01-29,1,1,1,2,0,6,0,2,0.097,0.0751,0.6791,0.0902,0,3,3
9435,2012-01-29,1,1,1,3,0,6,0,3,0.0213,0.0197,0.6349,0.0208,0,1,1
9436,2012-01-29,1,1,1,4,0,6,0,2,0.121,0.129,0.5996,0.141,0,3,3
9437,2012-01-29,1,1,1,5,0,6,0,1,0.0452,0.0828,0.7153,0.0912,1,8,9
9438,2012-01-29,1,1,1,6,0,6,0,3,0.0898,0.0781,0.4911,0.0357,3,20,23
9439,2012-01-29,1,1,1,7,0,6,0,1,0.1828,0.2075,0.7152,0.2193,11,86,97
9440,2012-01-29,1,1,1,8,0,6,0,1,0.0607,0.0714,0.3713,0.0525,17,117,134
9441,2012-01-29,1,1,1,9,0,6,0,2,0.0417,0.0535,0.492,0.0326,5,52,57
9442,2012-01-29,1,1,1,10,0,6,0,1,0.1174,0.0861,0.4405,0.0379,12,60,72
9443,2012-01-29,1,1,1,11,0,6,0,1,0.0896,0.0633,0.8281,0.5103,13,67,80
9444,2012-01-29,1,1,1,12,0,6,0,1,0.1416,0.0974,0.5991,0.068,23,101,124
9445,2012-01-29,1,1,1,13,0,6,0,2,0.1595,0.1825,0.5676,0.0054,13,50,63
9446,2012-01-29,1,1,1,14,0,6,0,2,0.0636,0.0878,0.4217,0.2339,7,53,60
9447,2012-01-29,1,1,1,15,0,6,0,1,0.0275,0.0068,0.624,0.1941,8,52,60
9448,2012-01-29,1,1,1,16,0,6,0,1,0.0486,0.0,0.6417,0.1928,14,90,104
9449,2012-01-29,1,1,1,17,0,6,0,1,0.0984,0.0882,0.6286,0.3724,13,93,106
9450,2012-01-29,1,1,1,18,0,6,0,1,0.1633,0.1521,0.3078,0.0103,19,109,128
9451,2012-01-29,1,1,1,19,0,6,0,1,0.1182,0.103,0.5713,0.0243,8,63,71
9452,2012-01-29,1,1,1,20,0,6,0,1,0.0348,0.0678,0.5498,0.1292,13,56,69
9453,2012-01-29,1,1,1,21,0,6,0,1,0.0789,0.0574,0.5611,0.0903,10,45,55
9454,2012-01-29,1,1,1,22,0,6,0,1,0.0556,0.0666,0.7034,0.107,3,30,33
9455,2012-01-29,1,1,1,23,0,6,0,1,0.1083,0.1141,0.2345,0.0068,4,18,22
9456,2012-01-30,1,1,1,0,0,0,1,1,0.0616,0.0689,0.5432,0.1506,1,12,13
9457,2012-01-30,1,1,1,1,0,0,1,2,0.0549,0.0664,0.4352,0.0959,1,7,8
9458,2012-01-30,1,1,1,2,0,0,1,2,0.0195,0.0,0.4796,0.032,0,3,3
9459,2012-01-30,1,1,1,3,0,0,1,2,0.0501,0.038,0.5732,0.0851,0,1,1
